Bar,Date,Time,Open,High,Low,Close,CCI(20C),%K(141),%D(3)
485,11/20/07,10:50,145425,145450,145300,145375,91.22,83.05,87.78
486,11/20/07,10:55,145350,145425,145250,145400,93.13,82.35,84.51
487,11/20/07,11:00,145425,145600,145250,145600,124.44,97.22,87.54
488,11/20/07,11:05,145600,145650,145350,145475,98.52,81.08,86.88
489,11/20/07,11:10,145475,145475,145225,145275,50.62,59.45,79.25
490,11/20/07,11:15,145275,145350,145150,145325,55.65,64.86,68.46
491,11/20/07,11:20,145300,145375,145025,145050,-25.08,35.13,53.15
492,11/20/07,11:25,145075,145225,145050,145200,8.43,51.35,50.45
493,11/20/07,11:30,145200,145300,145100,145200,3.66,51.35,45.94
494,11/20/07,11:35,145200,145275,145150,145250,16.99,55.55,52.75
495,11/20/07,11:40,145250,145250,144975,144975,-82.15,10,38.96
496,11/20/07,11:45,145000,145150,144950,145075,-40.4,17.85,27.8
497,11/20/07,11:50,145075,145150,144975,145025,-60.6,10.71,12.85
498,11/20/07,11:55,145050,145050,144800,144825,-126.55,2.94,10.5
499,11/20/07,12:00,144800,144850,144525,144550,-205.06,2.22,5.29
500,11/20/07,12:05,144525,144650,144350,144375,-220.77,1.92,2.36
501,11/20/07,12:10,144375,144425,144075,144300,-200.46,14.28,6.14
502,11/20/07,12:15,144275,144400,144225,144300,-163.2,16.07,10.76
503,11/20/07,12:20,144300,144475,144275,144450,-112.79,28.84,19.73
504,11/20/07,12:25,144475,144525,144300,144350,-113.59,21.15,22.02
505,11/20/07,12:30,144350,144350,143850,143950,-154.82,6.89,18.96
506,11/20/07,12:35,143950,144075,143825,144050,-120.37,15.25,14.43
507,11/20/07,12:40,144050,144075,143650,143650,-156.28,0,7.38
508,11/20/07,12:45,143650,143975,143625,143900,-107.77,16.92,10.72
509,11/20/07,12:50,143900,144100,143900,144025,-81.99,26.22,14.38
510,11/20/07,12:55,144000,144075,143825,143925,-89.15,19.67,20.94
511,11/20/07,13:00,143925,143950,143350,143375,-153.56,1.47,15.79
512,11/20/07,13:05,143375,143550,143150,143275,-152.45,7.35,9.49
513,11/20/07,13:10,143250,143300,142750,142850,-182.66,5.26,4.69
514,11/20/07,13:15,142850,143200,142825,143150,-128.2,22.53,11.71
515,11/20/07,13:20,143150,143375,143100,143275,-101.93,29.57,19.12
516,11/20/07,13:25,143275,143325,142725,142875,-138.72,8.33,20.14
517,11/20/07,13:30,142850,143250,142825,143100,-95.66,20.83,19.58
518,11/20/07,13:35,143100,143550,143075,143425,-45.77,43.07,24.08
519,11/20/07,13:40,143425,143550,143300,143350,-49.82,45.45,36.45
520,11/20/07,13:45,143350,143575,143300,143550,-16.3,60,49.51
521,11/20/07,13:50,143525,143550,143250,143400,-34.36,49.09,51.51
522,11/20/07,13:55,143425,143675,143400,143500,-12.73,56.36,55.15
523,11/20/07,14:00,143475,143850,143100,143575,9.81,62.96,56.13
524,11/20/07,14:05,143600,143625,142650,142975,-107.63,25,48.1
525,11/20/07,14:10,142950,143250,142850,143025,-89.46,31.25,39.73
526,11/20/07,14:15,143000,143450,143000,143325,-13.32,56.25,37.5
527,11/20/07,14:20,143300,143500,142850,142875,-116.35,18.75,35.41
528,11/20/07,14:25,142875,142925,142250,142425,-197.23,10.93,28.64
529,11/20/07,14:30,142425,142750,142200,142525,-152.65,19.69,16.46
530,11/20/07,14:35,142525,142900,142375,142850,-69.98,39.39,23.34
531,11/20/07,14:40,142825,142925,142675,142850,-63.01,39.39,32.82
532,11/20/07,14:45,142825,143325,142825,143175,17.67,59.09,45.95
533,11/20/07,14:50,143175,143300,142925,143050,-16.42,51.51,49
534,11/20/07,14:55,143050,143050,142650,142725,-89.09,31.81,47.47
535,11/20/07,15:00,142725,142825,142500,142775,-69.82,34.84,39.39
536,11/20/07,15:05,142775,142825,142425,142650,-93.59,27.27,31.31
537,11/20/07,15:10,142650,142900,142500,142800,-53.99,42.1,34.74
538,11/20/07,15:15,142800,142800,142375,142400,-129.38,15.38,28.25
539,11/20/07,15:20,142400,142850,142375,142850,-26.52,50,35.82
540,11/20/07,15:25,142850,143650,142775,143475,120.22,87.93,51.1
541,11/20/07,15:30,143475,144150,143400,144025,214.43,93.58,77.17
542,11/20/07,15:35,144025,144450,144000,144300,228.53,93.33,91.61
543,11/20/07,15:40,144300,144950,144275,144625,232.54,87.37,91.43
544,11/20/07,15:45,144625,144700,144300,144500,168.51,82.52,87.74
545,11/20/07,15:50,144500,144575,143750,143825,73.38,56.31,75.4
546,11/20/07,15:55,143800,144350,143800,144300,111.11,74.75,71.19
547,11/21/07,09:30,143175,143225,142900,143025,-24.8,25.24,52.1
548,11/21/07,09:35,143025,143200,142700,142750,-56.92,14.56,38.18
549,11/21/07,09:40,142750,143050,142625,142975,-35.83,23.3,21.03
550,11/21/07,09:45,143000,143150,142850,142950,-39.41,22.33,20.06
551,11/21/07,09:50,142950,143200,142800,143125,-21.67,29.12,24.91
552,11/21/07,09:55,143125,143450,143100,143125,-21.32,29.12,26.86
553,11/21/07,10:00,143150,143300,142700,142775,-58.59,6.45,21.56
554,11/21/07,10:05,142800,142925,142550,142800,-56.46,10.41,15.33
555,11/21/07,10:10,142825,143125,142675,143075,-27.74,21.87,12.91
556,11/21/07,10:15,143075,143275,142950,143025,-36.42,19.79,17.36
557,11/21/07,10:20,143000,143075,142775,142775,-65.43,10.46,17.37
558,11/21/07,10:25,142775,142975,142750,142850,-60.98,14.81,15.02
559,11/21/07,10:30,142825,142925,142150,142175,-132.41,1.13,8.8
560,11/21/07,10:35,142175,142575,142175,142425,-94.85,21.15,12.36
561,11/21/07,10:40,142425,142625,142275,142475,-85.85,25,15.76
562,11/21/07,10:45,142475,142650,142300,142525,-79.39,28.84,24
563,11/21/07,10:50,142525,142550,141950,141975,-157.48,1.66,18.5
564,11/21/07,10:55,141975,142225,141950,142150,-126.005,13.33,14.61
565,11/21/07,11:00,142150,142150,141825,141900,-154.93,4.61,6.53
566,11/21/07,11:05,141900,142150,141800,142050,-113.73,16.66,11.53
567,11/21/07,11:10,142050,142475,142025,142400,-41.42,40.67,20.65
568,11/21/07,11:15,142400,142525,142300,142325,-50.64,35.59,30.97
569,11/21/07,11:20,142300,142325,142150,142325,-45.66,35.59,37.28
570,11/21/07,11:25,142300,142550,142200,142550,1.8,58.82,43.33
571,11/21/07,11:30,142550,142600,142325,142400,-23.68,51.06,48.49
572,11/21/07,11:35,142375,142750,142375,142750,63.96,84.44,64.77
573,11/21/07,11:40,142725,142800,142625,142775,70.03,97.5,77.66
574,11/21/07,11:45,142775,142850,142525,142650,42.81,80.95,87.63
575,11/21/07,11:50,142650,142825,142625,142775,82.58,92.85,90.43
576,11/21/07,11:55,142800,142825,142575,142625,52.25,78.57,84.12
577,11/21/07,12:00,142625,143000,142550,142875,120.28,89.58,87.003
578,11/21/07,12:05,142900,142950,142600,142650,62.24,70.83,79.66
579,11/21/07,12:10,142650,142850,142575,142750,83.42,79.16,79.86
580,11/21/07,12:15,142775,142800,142525,142550,22.44,53.84,67.94
581,11/21/07,12:20,142575,142600,142375,142450,-6.58,35.29,56.1
582,11/21/07,12:25,142425,142575,142400,142525,15.36,44.11,44.41
583,11/21/07,12:30,142525,142575,142350,142500,0.41,37.5,38.97
584,11/21/07,12:35,142500,143100,142500,143025,160.23,90.32,57.31
585,11/21/07,12:40,143025,143275,142900,143275,217.17,100,75.94
586,11/21/07,12:45,143275,143275,143050,143200,170.68,91.89,94.07
587,11/21/07,12:50,143200,143225,142950,143175,139.6,89.18,93.69
588,11/21/07,12:55,143175,143625,143150,143475,192.8,88.23,89.77
589,11/21/07,13:00,143500,143850,143300,143575,177.5,81.66,86.36
590,11/21/07,13:05,143575,143650,143350,143350,106.86,66.66,78.85
591,11/21/07,13:10,143350,143500,143175,143275,79.24,61.66,69
592,11/21/07,13:15,143275,143300,143025,143125,41.86,51.66,59
593,11/21/07,13:20,143125,143300,142950,143025,17.88,45,52.77
594,11/21/07,13:25,143025,143025,142725,142850,-22.96,33.33,43.33
595,11/21/07,13:30,142850,142925,142750,142875,-18.8,35,37.77
596,11/21/07,13:35,142875,143050,142800,142850,-28.14,33.33,33.88
597,11/21/07,13:40,142825,142875,142575,142850,-27.72,25.92,31.41
598,11/21/07,13:45,142850,142975,142675,142900,-19.75,25.49,28.24
599,11/21/07,13:50,142900,142950,142650,142650,-78.78,5.88,19.09
600,11/21/07,13:55,142650,143075,142650,142950,-11.76,29.41,20.26
601,11/21/07,14:00,142950,143150,142850,143150,34.33,45.09,26.79
602,11/21/07,14:05,143150,143175,142850,143075,5.55,39.21,37.9
603,11/21/07,14:10,143075,143275,142950,143125,13.15,51.16,45.15
604,11/21/07,14:15,143125,143150,143025,143075,-5.97,54.05,48.14
605,11/21/07,14:20,143075,143225,142925,142950,-46.94,51.72,52.31
606,11/21/07,14:25,142950,143275,142875,143125,20.57,75.86,60.54
607,11/21/07,14:30,143125,143425,143100,143425,121.57,100,75.86
608,11/21/07,14:35,143425,143500,143250,143275,76.06,75.67,83.84
609,11/21/07,14:40,143275,143425,143150,143300,97.56,78.37,84.68
610,11/21/07,14:45,143300,143475,143175,143350,117.88,83.78,79.27
611,11/21/07,14:50,143350,143700,143275,143675,216.75,97.61,86.59
612,11/21/07,14:55,143675,143775,143525,143775,201.9,100,93.8
613,11/21/07,15:00,143775,143975,143550,143625,132.1,73.58,90.4
614,11/21/07,15:05,143625,143775,143300,143325,43.73,42.22,71.93
615,11/21/07,15:10,143300,143350,142725,142925,-67.7,16,43.93
616,11/21/07,15:15,142900,142975,142600,142675,-130.9,5.45,21.22
617,11/21/07,15:20,142675,143050,142600,143025,-39.93,30.9,17.45
618,11/21/07,15:25,143025,143050,142700,142750,-111.44,10.9,15.75
619,11/21/07,15:30,142750,142975,142625,142850,-89.98,18.18,19
620,11/21/07,15:35,142850,142900,142625,142775,-105.44,12.72,13.93
621,11/21/07,15:40,142800,142800,142425,142600,-133.58,11.29,14.06
622,11/21/07,15:45,142600,142800,142525,142750,-87.4,20.96,14.99
623,11/21/07,15:50,142775,142800,142450,142450,-136.12,1.61,11.29
624,11/21/07,15:55,142475,142525,141800,141875,-210.04,3.44,8.67
625,11/22/07,09:30,142550,142650,142550,142625,-67.1,37.93,14.33
626,11/22/07,09:35,142625,142700,142625,142650,-57.11,39.08,26.81
627,11/22/07,09:40,142675,142675,142600,142650,-52.24,43.03,40.01
628,11/22/07,09:45,142650,142700,142650,142650,-48.007,54.83,45.65
629,11/22/07,09:50,142650,142650,142600,142650,-44.002,68,55.29
630,11/22/07,09:55,142650,142650,142600,142600,-49.72,64,62.27
631,11/22/07,10:00,142600,142625,142575,142625,-40.31,66,65
632,11/22/07,10:05,142600,142600,142575,142575,-48.49,65.95,65.31
633,11/22/07,10:10,142575,142575,142500,142500,-70.51,63.63,65.19
634,11/22/07,10:15,142525,142525,142475,142475,-76.76,67.5,65.69
635,11/22/07,10:20,142475,142550,142450,142550,-33.46,75,68.71
636,11/22/07,10:25,142550,142650,142550,142650,18.8,85,75.83
637,11/22/07,10:30,142675,142675,142575,142600,4.42,88.88,82.96
638,11/22/07,10:35,142575,142600,142575,142600,9.21,60,77.96
639,11/22/07,10:40,142575,142600,142550,142550,-13.07,40,62.96
640,11/22/07,10:45,142575,142575,142450,142500,-37.73,20,39
641,11/22/07,10:50,142500,142525,142475,142500,-33.82,20,26.66
642,11/22/07,10:55,142500,142500,142350,142425,-71.89,23.07,21.02
643,11/22/07,11:00,142425,142550,142425,142500,-25.31,46.15,29.74
644,11/22/07,11:05,142525,142550,142450,142525,-49.58,53.84,41.02
645,11/22/07,11:10,142525,142525,142475,142475,-93.33,38.46,46.15
646,11/22/07,11:15,142475,142475,142325,142325,-213.38,0,30.76
647,11/22/07,11:20,142325,142350,142225,142250,-233.86,5.55,14.67
648,11/22/07,11:25,142250,142625,142225,142575,46.51,77.77,27.77
649,11/23/07,09:30,143075,143325,143000,143175,412.34,86.36,56.56
650,11/23/07,09:35,143175,143200,143025,143100,267.81,79.54,81.22
651,11/23/07,09:40,143125,143300,143050,143125,211.66,81.81,82.57
652,11/23/07,09:45,143125,143225,142925,143025,136.71,72.72,78.03
653,11/23/07,09:50,143025,143050,142750,142900,81.08,61.36,71.96
654,11/23/07,09:55,142875,143050,142750,143025,101.6,72.72,68.93
655,11/23/07,10:00,143025,143175,142975,143100,104.48,79.54,71.21
656,11/23/07,10:05,143075,143275,143050,143150,101.001,84.09,78.78
657,11/23/07,10:10,143175,143200,143075,143175,93.66,86.36,83.33
658,11/23/07,10:15,143175,143425,143150,143425,128.51,100,90.15
659,11/23/07,10:20,143400,143450,143300,143300,92.84,87.75,91.37
660,11/23/07,10:25,143325,143325,143175,143200,67.21,79.59,89.11
661,11/23/07,10:30,143175,143225,143100,143225,67.18,81.63,82.99
662,11/23/07,10:35,143225,143400,143175,143325,82.65,82.14,81.12
663,11/23/07,10:40,143350,143375,143200,143250,62.68,71.42,78.4
664,11/23/07,10:45,143250,143300,143200,143300,71.99,78.57,77.38
665,11/23/07,10:50,143300,143375,143275,143350,82.96,85.71,78.57
666,11/23/07,10:55,143350,143575,143325,143550,147.9,96.96,87.08
667,11/23/07,11:00,143550,143675,143500,143575,161.9,89.18,90.62
668,11/23/07,11:05,143575,143600,143500,143550,141.58,82.14,89.43
669,11/23/07,11:10,143525,143600,143500,143600,139.53,88,86.44
670,11/23/07,11:15,143600,143600,143475,143475,78.88,66.66,78.93
671,11/23/07,11:20,143475,143500,143325,143425,53.1,56.52,70.39
672,11/23/07,11:25,143425,143650,143400,143575,103.87,82.6,68.59
673,11/23/07,11:30,143575,143775,143500,143675,131.23,85.18,74.77
674,11/23/07,11:35,143650,143850,143625,143800,162.34,93.33,87.04
675,11/23/07,11:40,143800,144000,143775,143925,184.6,90.9,89.8
676,11/23/07,11:45,143925,143950,143800,143825,129.97,78.12,87.45
677,11/23/07,11:50,143825,144000,143775,144000,169.29,100,89.67
678,11/23/07,11:55,144000,144075,143850,143925,125.46,81.25,86.45
679,11/23/07,12:00,143925,143950,143850,143850,91.05,70,83.75
680,11/23/07,12:05,143850,143900,143800,143875,88.42,73.33,74.86
681,11/23/07,12:10,143900,144050,143875,143975,107.03,86.66,76.66
682,11/23/07,12:15,143975,144150,143900,144075,123.37,90.9,83.63
683,11/23/07,12:20,144100,144150,144050,144075,111.37,90.9,89.49
684,11/23/07,12:25,144075,144275,144075,144225,144.17,94.73,92.18
685,11/23/07,12:30,144250,144375,144225,144375,174.28,100,95.21
686,11/23/07,12:35,144375,144375,144075,144100,80.76,68.57,87.76
687,11/23/07,12:40,144100,144300,144075,144250,115.78,83.33,83.96
688,11/23/07,12:45,144250,144400,144150,144200,91.61,68,73.3
689,11/23/07,12:50,144200,144200,143700,143825,-32.86,17.85,56.39
690,11/23/07,12:55,143825,144350,143725,144275,108.22,82.14,55
691,11/23/07,13:00,144275,144300,144050,144150,58.03,64.28,54.76
692,11/23/07,13:05,144175,144175,144025,144075,21.86,53.57,66.66
693,11/23/07,13:10,144100,144225,144075,144175,58.49,67.85,61.9
694,11/23/07,13:15,144200,144200,144200,144200,64.81,71.42,64.28
695,11/23/07,13:25,144200,144200,144200,144200,59.11,71.42,70.23
696,11/26/07,09:30,144375,144400,143975,143975,-61.33,39.28,60.71
697,11/26/07,09:35,143975,144425,143950,144400,143.2,96.55,69.08
698,11/26/07,09:40,144400,144625,144325,144600,207.09,97.29,77.71
699,11/26/07,09:45,144600,144725,144475,144600,184.57,87.8,93.88
700,11/26/07,09:50,144600,144650,144425,144475,116.44,75.6,86.9
701,11/26/07,09:55,144475,144900,144475,144900,235.02,100,87.8
702,11/26/07,10:00,144900,144925,144650,144750,148.37,85.71,87.1
703,11/26/07,10:05,144775,144825,144600,144650,100.45,77.08,87.59
704,11/26/07,10:10,144675,144750,144525,144550,62.67,61.53,74.77
705,11/26/07,10:15,144550,144575,144300,144350,4.42,41.02,59.88
706,11/26/07,10:20,144325,144475,144125,144200,-42.13,25.64,42.73
707,11/26/07,10:25,144200,144250,143975,144000,-93.8,5.12,23.93
708,11/26/07,10:30,143975,144275,143950,144100,-62.52,15.38,15.38
709,11/26/07,10:35,144100,144225,144050,144100,-70.03,15.38,11.96
710,11/26/07,10:40,144100,144125,143650,143650,-172.59,0,10.25
711,11/26/07,10:45,143650,143900,143625,143850,-110.06,17.3,10.89
712,11/26/07,10:50,143850,143900,143600,143650,-144.42,3.77,7.02
713,11/26/07,10:55,143625,143650,143450,143475,-159.5,1.69,7.59
714,11/26/07,11:00,143475,143775,143450,143700,-99.86,16.94,7.47
715,11/26/07,11:05,143700,143825,143600,143600,-104.63,10.16,9.6
716,11/26/07,11:10,143600,143650,143275,143300,-139.95,1.61,9.57
717,11/26/07,11:15,143300,143425,143225,143375,-112.91,9.83,7.2
718,11/26/07,11:20,143400,143425,143250,143400,-97.4,12.96,8.13
719,11/26/07,11:25,143375,143500,143275,143275,-104.92,4,8.93
720,11/26/07,11:30,143275,143550,143250,143425,-74.83,19.04,12.003
721,11/26/07,11:35,143425,143650,143425,143525,-54.44,28.57,17.2
722,11/26/07,11:40,143525,143575,143350,143450,-62.2,22.5,23.37
723,11/26/07,11:45,143450,143625,143425,143525,-43.36,33.33,28.13
724,11/26/07,11:50,143525,143650,143475,143575,-26.3,51.85,35.89
725,11/26/07,11:55,143600,143625,143375,143450,-54.92,33.33,39.5
726,11/26/07,12:00,143450,143700,143450,143575,-9.009,58.33,47.83
727,11/26/07,12:05,143575,143650,143500,143625,17.94,66.66,52.77
728,11/26/07,12:10,143625,143725,143500,143525,-13.55,50,58.33
729,11/26/07,12:15,143550,143625,143425,143475,-28.91,50,55.55
730,11/26/07,12:20,143475,143600,143350,143600,51.89,75,58.33
731,11/26/07,12:25,143625,144050,143575,143975,272.72,90.62,71.87
732,11/26/07,12:30,143975,144050,143900,143925,203.55,84.37,83.33
733,11/26/07,12:35,143925,144075,143800,143800,118.35,66.66,80.55
734,11/26/07,12:40,143825,144100,143725,144050,202.43,93.33,81.45
735,11/26/07,12:45,144075,144150,143950,144075,170.1,90.62,83.54
736,11/26/07,12:50,144100,144100,143850,143950,106.94,75,86.31
737,11/26/07,12:55,143950,144125,143925,144025,111.68,84.37,83.33
738,11/26/07,13:00,144050,144100,143950,144075,109.43,90.62,83.33
739,11/26/07,13:05,144100,144175,143875,143900,51.74,66.66,80.55
740,11/26/07,13:10,143900,144000,143750,143850,31.78,60.6,72.63
741,11/26/07,13:15,143825,143875,143675,143750,-2.86,48.48,58.58
742,11/26/07,13:20,143750,143800,143650,143725,-16.66,45.45,51.51
743,11/26/07,13:25,143700,143750,143550,143600,-63.08,30.3,41.41
744,11/26/07,13:30,143575,143775,143525,143650,-47.48,19.23,31.66
745,11/26/07,13:35,143650,143900,143650,143800,1.008,42.3,30.61
746,11/26/07,13:40,143800,143850,143550,143550,-98.52,3.84,21.79
747,11/26/07,13:45,143550,143600,143200,143375,-151.07,17.94,21.36
748,11/26/07,13:50,143375,143400,143075,143125,-210.41,4.54,8.78
749,11/26/07,13:55,143125,143325,143100,143225,-162.32,13.63,12.04
750,11/26/07,14:00,143225,143425,143125,143300,-124.28,20.45,12.87
751,11/26/07,14:05,143300,143325,143025,143250,-118.81,19.56,17.88
752,11/26/07,14:10,143225,143275,142925,143175,-119.81,20,20.006
753,11/26/07,14:15,143175,143350,143125,143300,-79.29,34.88,24.81
754,11/26/07,14:20,143300,143375,143225,143300,-71.42,38.46,31.11
755,11/26/07,14:25,143300,143475,143275,143325,-58.64,41.02,38.12
756,11/26/07,14:30,143325,143475,143200,143225,-75.43,30.76,36.75
757,11/26/07,14:35,143200,143350,143125,143125,-92.45,20.51,30.76
758,11/26/07,14:40,143125,143225,142875,142975,-124.56,9.75,20.34
759,11/26/07,14:45,142950,143075,142850,142900,-138.57,5,11.75
760,11/26/07,14:50,142875,143175,142875,142975,-112.28,16.66,10.47
761,11/26/07,14:55,142975,143025,142750,142800,-155.82,6.89,9.52
762,11/26/07,15:00,142800,142800,142550,142550,-206.09,0,7.85
763,11/26/07,15:05,142550,142650,142275,142375,-211.08,8.33,5.07
764,11/26/07,15:10,142400,142400,142100,142350,-180.18,18.18,8.83
765,11/26/07,15:15,142325,142450,142075,142100,-197.09,1.78,9.43
766,11/26/07,15:20,142100,142175,141800,141925,-190.17,7.46,9.14
767,11/26/07,15:25,141925,142050,141725,141800,-172.17,4.28,4.51
768,11/26/07,15:30,141825,142075,141825,142025,-115.45,17.14,9.63
769,11/26/07,15:35,142000,142050,141725,141850,-120.51,7.14,9.52
770,11/26/07,15:40,141850,141975,141600,141900,-99.97,17.14,13.8
771,11/26/07,15:45,141900,141975,141700,141775,-103.66,10.76,11.68
772,11/26/07,15:50,141800,141800,141175,141225,-151.27,2.5,10.13
773,11/26/07,15:55,141225,141350,140775,140800,-176.83,1.04,4.77
774,11/27/07,09:30,141725,141800,141450,141775,-59.95,44.44,15.99
775,11/27/07,09:35,141750,142350,141725,142100,-16.26,65.43,36.97
776,11/27/07,09:40,142075,142225,141800,141825,-46.27,56,55.29
777,11/27/07,09:45,141825,142175,141800,142150,6.53,82.08,67.84
778,11/27/07,09:50,142150,142350,142075,142125,10.4,80.59,72.89
779,11/27/07,09:55,142125,142225,141925,141950,-13.63,74.6,79.09
780,11/27/07,10:00,141925,142025,141700,141825,-31.06,66.66,73.95
781,11/27/07,10:05,141825,141900,141400,141500,-98.15,46.03,62.43
782,11/27/07,10:10,141500,141525,140975,141075,-177.5,19.04,43.91
783,11/27/07,10:15,141075,141450,141050,141250,-115.44,30.15,31.74
784,11/27/07,10:20,141250,141675,141175,141625,-24.09,53.96,34.39
785,11/27/07,10:25,141625,141675,141400,141625,-19.04,53.96,46.03
786,11/27/07,10:30,141625,142050,141600,141925,51.28,73.01,60.31
787,11/27/07,10:35,141925,142200,141850,142100,85.62,81.81,69.6
788,11/27/07,10:40,142100,142200,141900,142025,68.67,76.36,77.06
789,11/27/07,10:45,142000,142400,142000,142400,138.21,100,86.06
790,11/27/07,10:50,142375,142625,142350,142425,130.32,87.87,88.08
791,11/27/07,10:55,142425,142850,142425,142700,158.54,92,93.29
792,11/27/07,11:00,142725,142775,142500,142550,119.77,84,87.95
793,11/27/07,11:05,142550,142600,142300,142300,69.23,70.66,82.22
794,11/27/07,11:10,142300,142500,142250,142300,62.9,70.66,75.11
795,11/27/07,11:15,142300,142550,142300,142550,102.58,84,75.11
796,11/27/07,11:20,142525,142550,142325,142425,71.63,76.38,77.01
797,11/27/07,11:25,142400,142750,142400,142525,82.88,80.59,80.32
798,11/27/07,11:30,142500,142875,142500,142750,109.21,91.52,82.83
799,11/27/07,11:35,142750,143075,142725,142900,118.05,88.13,86.75
800,11/27/07,11:40,142925,143100,142750,142750,86.49,72,83.88
801,11/27/07,11:45,142750,142800,142575,142625,62.95,60.41,73.51
802,11/27/07,11:50,142625,142650,142450,142500,37.31,45.45,59.29
803,11/27/07,11:55,142475,142675,142475,142525,36.27,32.35,46.07
804,11/27/07,12:00,142550,142725,142500,142575,44.008,38.23,38.68
805,11/27/07,12:05,142550,142625,142400,142625,53.35,44.11,38.23
806,11/27/07,12:10,142600,142625,142225,142225,-102.82,0,27.45
807,11/27/07,12:15,142250,142425,142200,142300,-83.33,11.11,18.4
808,11/27/07,12:20,142275,142400,142075,142350,-78.01,26.82,12.64
809,11/27/07,12:25,142325,142325,142150,142300,-95.56,21.95,19.96
810,11/27/07,12:30,142300,142625,142275,142500,-6.43,41.46,30.08
811,11/27/07,12:35,142525,142850,142500,142750,107.74,65.85,43.08
812,11/27/07,12:40,142725,142925,142725,142875,142.04,78.04,61.78
813,11/27/07,12:45,142875,143050,142850,142925,141.56,82.92,75.6
814,11/27/07,12:50,142950,143150,142850,143075,170.04,93.02,84.66
815,11/27/07,12:55,143100,143100,142750,142750,48.24,62.79,79.58
816,11/27/07,13:00,142750,142900,142750,142800,59.4,67.44,74.41
817,11/27/07,13:05,142775,142925,142750,142925,91.82,79.06,69.76
818,11/27/07,13:10,142925,142975,142675,142750,33.12,62.79,69.76
819,11/27/07,13:15,142750,142850,142600,142675,12.44,55.81,65.89
820,11/27/07,13:20,142675,142975,142625,142950,101.26,81.39,66.66
821,11/27/07,13:25,142950,143075,142875,142950,90.24,81.39,72.86
822,11/27/07,13:30,142950,143025,142675,142900,67.81,75,79.26
823,11/27/07,13:35,142900,142925,142750,142825,40.04,62.85,73.08
824,11/27/07,13:40,142825,142850,142650,142725,5.45,34.61,57.49
825,11/27/07,13:45,142725,142825,142625,142725,3.88,22.72,40.06
826,11/27/07,13:50,142700,142700,142200,142275,-155.02,7.89,21.74
827,11/27/07,13:55,142275,142425,142200,142375,-124.66,18.42,16.34
828,11/27/07,14:00,142350,142400,141875,141950,-235.29,6.12,10.81
829,11/27/07,14:05,141950,142200,141925,142075,-179.26,16.66,13.73
830,11/27/07,14:10,142075,142375,142025,142325,-98.4,37.5,20.09
831,11/27/07,14:15,142325,142500,142225,142450,-56.43,47.91,34.02
832,11/27/07,14:20,142450,142475,142250,142325,-77.51,37.5,40.97
833,11/27/07,14:25,142325,142450,142125,142225,-89.24,29.16,38.19
834,11/27/07,14:30,142225,142275,142125,142125,-99.88,20.83,29.16
835,11/27/07,14:35,142150,142200,141350,141650,-175.71,17.91,22.63
836,11/27/07,14:40,141650,141725,141150,141275,-210.53,7.04,15.26
837,11/27/07,14:45,141275,141625,141225,141400,-164.06,14.7,13.21
838,11/27/07,14:50,141400,141775,141400,141600,-114.002,26.86,16.2
839,11/27/07,14:55,141600,141850,141475,141725,-82.98,37.09,26.22
840,11/27/07,15:00,141725,141900,141450,141475,-108.98,24.07,29.34
841,11/27/07,15:05,141475,141700,141450,141575,-83.83,31.48,30.88
842,11/27/07,15:10,141550,142200,141550,141975,-13.6,61.11,38.88
843,11/27/07,15:15,141975,142175,141850,141975,-6.88,61.11,51.23
844,11/27/07,15:20,141975,142225,141900,142100,25,70.37,64.19
845,11/27/07,15:25,142075,142125,141450,141725,-45.32,43.39,58.29
846,11/27/07,15:30,141700,142575,141650,142525,124.66,96.49,70.08
847,11/27/07,15:35,142525,142850,142450,142700,151.87,91.17,77.02
848,11/27/07,15:40,142675,142925,142525,142625,118.77,83.09,90.25
849,11/27/07,15:45,142625,142925,142550,142825,135.03,94.36,89.54
850,11/27/07,15:50,142825,143100,142725,143075,156.2,98.66,92.04
851,11/27/07,15:55,143100,143275,142975,143150,150.09,93.33,95.45
852,11/28/07,09:30,144150,144550,144100,144500,257.09,98.38,96.79
853,11/28/07,09:35,144500,144675,144475,144575,203.88,96.89,96.2
854,11/28/07,09:40,144575,144600,144400,144500,161.98,94.57,96.61
855,11/28/07,09:45,144525,144975,144425,144875,161.65,97.16,96.21
856,11/28/07,09:50,144875,145125,144825,145025,146.31,97.27,96.33
857,11/28/07,09:55,145025,145225,144950,145150,131.52,98.01,97.48
858,11/28/07,10:00,145150,145275,144900,144975,105.35,92.15,95.81
859,11/28/07,10:05,144975,145125,144850,144875,86.98,88.96,93.04
860,11/28/07,10:10,144850,145025,144750,144900,78.53,86.72,89.28
861,11/28/07,10:15,144900,145150,144800,145075,79.56,92.72,89.47
862,11/28/07,10:20,145050,145375,145050,145250,81.62,95.57,91.67
863,11/28/07,10:25,145275,145450,145225,145425,85.15,99.08,95.79
864,11/28/07,10:30,145450,145575,145400,145475,83.38,96.15,96.93
865,11/28/07,10:35,145475,145700,145425,145650,93.2,96.87,97.37
866,11/28/07,10:40,145650,146150,145650,146000,117.35,91.42,94.81
867,11/28/07,10:45,146000,146150,145925,145950,110.1,88.57,92.29
868,11/28/07,10:50,145950,146125,145900,146000,115.77,91.3,90.43
869,11/28/07,10:55,146000,146025,145825,145875,100.4,80.35,86.74
